Sentence,Label
Let's look at the clocks below that have either their minute or hour hand missing.,Telling the time to the nearest minute
Can we still tell the time to the nearest minute?,Telling the time to the nearest minute
This clock is missing its hour hand.,Telling the time to the nearest minute
What might the time be?,Telling the time to the nearest minute
We can see the minute hand is showing 18 minutes to the hour.,Telling the time to the nearest minute
The time could be 18 minutes to any hour though - we can't say for sure.,Telling the time to the nearest minute
This clock is missing its minute hand.,Telling the time to the nearest minute
What might the time be?,Telling the time to the nearest minute
We can see that the hour hand has gone past the 9 but has not yet reached the 10.,Telling the time to the nearest minute
"The hour hand is closer to the 9 so that means the time has not yet passed half past 9.We can't say exactly, but the time must be around quarter past 9.",Telling the time to the nearest minute
This clock is also missing its minute hand.,Telling the time to the nearest minute
What might the time be?,Telling the time to the nearest minute
We can see that the hour hand has gone past the 1 but has not quite yet reached the 2.,Telling the time to the nearest minute
"The hour hand is closer to the 2 though so that means the time must be later than half past 1.We can't say exactly, but the time must be around quarter to 2.",Telling the time to the nearest minute
What time is it now?Practise reading the time during the day on an analogue clock.,Telling the time to the nearest minute
Notice when the minute hand is somewhere between one of the numbers 1-12 and work out how many minutes past or minutes to the hour it is.,Telling the time to the nearest minute
What time is it now?,Telling the time to the nearest minute
How many minutes is it until the next hour?,Telling the time to the nearest minute
Have a go at this quiz to test your knowledge!,Telling the time to the nearest minute
Watch this video to learn about analogue time (the 12 hour clock) and digital time (the 24 hour clock).,The 12 and 24 hour clock
A clock with hands (an analogue clock) shows us the numbers 1-12.,The 12 and 24 hour clock
"There are 24 hours in one day, so we measure time by splitting the day into two halves.The first 12 hours of the day, from midnight to midday , are called AM.",The 12 and 24 hour clock
"The next 12 hours, from midday back to midnight, are called PM.",The 12 and 24 hour clock
"AM is short for ante meridiem, which means 'before midday'.",The 12 and 24 hour clock
"PM is short for post meridiem, meaning 'after midday'.",The 12 and 24 hour clock
"If we want to talk about something that happens during the morning, we say the time but add 'AM' after it - for example, 'I eat my breakfast at 8 o'clock AM'.",The 12 and 24 hour clock
"And then to talk about something during the afternoon or evening, we add PM after the time, so we could say 'I go to bed at 7 o'clock PM'.",The 12 and 24 hour clock
"We can tell the time without saying AM and PM though - for this, we use the 24 hour clock.The 24 hour clock always uses 4 digits, and we use this system most often with digital clocks.",The 12 and 24 hour clock
"For any time before 10 o'clock in the morning, a zero is placed at the beginning.",The 12 and 24 hour clock
"The first two digits show the hour and the last two digits show the minutes.We don't use AM or PM here, because the time shows all the hours in a 24 hour day.",The 12 and 24 hour clock
"06:45 means 45 minutes past the 6th hour of the day, or 6:45 AM.12:30 means 30 minutes past the 12th hour of the day, or 12.30 PM.",The 12 and 24 hour clock
"To convert from the 12 hour clock to the 24 hour clock is easy - you just need to add 12 to the hours in the day after midday.For example:2 o'clock PM becomes 14:00, as 2 + 12 = 14.8 o'clock PM becomes 20:00, as 8 + 12 = 20.To convert from the 24 hour clock to a PM time in the 12 hour clock, just subtract 12:19:00 becomes 7 o'clock PM, as 19 - 12 = 7.",The 12 and 24 hour clock
Complete the missing times in the table.,The 12 and 24 hour clock
The first one has been done for you.12 hour clock24 hour clock5 o'clock AM05:009 o'clock AM11:003 o'clock PM19:00Ten fifteen PM23:45 Finished?,The 12 and 24 hour clock
Check your answers on this answer sheet.,The 12 and 24 hour clock
Search around where you live - can you find any clocks or watches?,The 12 and 24 hour clock
Are they analogue or digital?Look at the times on them and practise swapping between the 12 and 24 hour clocks.,The 12 and 24 hour clock
Test your knowledge of using the 12 and 24 hour clock with this quiz!,The 12 and 24 hour clock
Watch: Telling the timeWatch the video below to recap on some key words you need to tell the time.,Telling the time to 5 minutes
There are many more Teacher Talks covering different Maths topics on BBC iPlayer.,Telling the time to 5 minutes
"Telling the time to 5 minutesWhen the minute hand on a clock moves from one number to the next, it has moved 5 minutes.There are 12 numbers around the clock face, and each interval is 5 minutes, so there are 12 × 5 = 60 minutes in an hour.Let's use this knowledge to tell the time on the clocks below.",Telling the time to 5 minutes
"Example 1:This clock shows 5 minutes past 2 o'clock, or '5 past 2'.",Telling the time to 5 minutes
"This clock shows 20 minutes past 1 o'clock, or '20 past 1'.",Telling the time to 5 minutes
"If the number of minutes past the hour is more than 30, we say how many minutes to the next hour.So instead of saying '50 minutes past 3 o’clock' we say ‘10 to 4’.",Telling the time to 5 minutes
Top tipCheck the minute hand to see if it shows minutes past or minutes to the hour.,Telling the time to 5 minutes
Example 2:How many minutes is it from 5 past 7 until 25 past 7?,Telling the time to 5 minutes
"Between these two times, the minute hand moves from 1 to 5, which is 4 numbers.",Telling the time to 5 minutes
Each of these number represents 5 minutes.,Telling the time to 5 minutes
"So:4 × 5 = 20Therefore, there are 20 minutes between 5 past 7 and 25 past 7.",Telling the time to 5 minutes
How many minutes is it from 10 past 3 until 20 to 4?,Telling the time to 5 minutes
"The minute hand moves from 2 to 8, which is 6 numbers.6 × 5 = 30 minutes RememberWhen the minute hand is on 3, we say 'quarter past', and when it is on 9 we say 'quarter to'.",Telling the time to 5 minutes
ActivitiesActivity 1What time is it now?Practise reading the time during the day.,Telling the time to 5 minutes
Notice when the minute hand is on a number and work out how many minutes past or minutes to the hour.,Telling the time to 5 minutes
What time is it now?,Telling the time to 5 minutes
How many minutes is it until the next hour?,Telling the time to 5 minutes
QuizTest your knowledge with this quiz!,Telling the time to 5 minutes
"Polygon partyOnly 2D shapes with straight sides are invited to the polygon party.QuadrilateralsQuadrilaterals have 4 sides and their internal angles add up to 360°.Square, rectangle, rhombus, parallelogram, kite and trapezium are all quadrilaterals.",How to identify different polygons
Triangles have 3 sides.,How to identify different polygons
"Their internal angles add up to 180°.The types of triangle are:isosceles equilateral scalene right-angled Irregular polygonsIrregular polygons have sides of different lengths and angles.Regular polygonsThere are names for other shapes with sides of the same length.These include pentagon which has 5 sides, hexagon has 6, heptagon has 7, and octagon has 8 sides.",How to identify different polygons
A scale factor is when you enlarge a shape and each side is multiplied by the same number.,Using scale factors
This number is called the scale factor.,Using scale factors
Maps use scale factors to represent the distance between two places accurately.,Using scale factors
"Without the scale, the map would just be a drawing.",Using scale factors
Scale factors are also used by architects when they are drawing plans for a new house or building.,Using scale factors
The scale factor lets the constructors know the accurate length and height of what they are building.,Using scale factors
Watch this video to find out more.,Using scale factors
Look at these two shapes.,Using scale factors
"If A is the original shape, what has happened to each side to create B?Each side has doubled in length so it has been multiplied by 2.",Using scale factors
This means A has been enlarged by a scale factor of 2.,Using scale factors
What is the scale factor of enlargement from shape A to B?,Using scale factors
Look at the relationship between the two measurements.Use your times tables knowledge - what do you multiply 3 by to get 33?3 cm x ___ = 33 cmYou multiply by 11!The scale factor is 11.You can also use scale factors to find out the original measurement of a shape.,Using scale factors
"Just use the inverse of multiplication, which is division.",Using scale factors
You can also use scale factors to find out the original measurement of a shape.,Using scale factors
"Just use the inverse of multiplication, which is division.Work out the original length of a side that had been enlarged by a scale factor of 7.",Using scale factors
You already know what the result of the enlargement is (49 cm) and that the scale factor is 7.,Using scale factors
"Remember, when enlarging a shape, you multiply the original length by the scale factor:original length x 7 = 49 cmYou can work backwards and use the inverse operation which is division:49 ÷ 7 = 7 cmThe original size of the length before enlargement is 7 cm.",Using scale factors
Practise using scale factors in this quiz.,Using scale factors
"If you have a printer at home, here's some squared paper you can download to help with today's activity.",Using scale factors
See if you can put what you learned about scale factor to the test with this quiz.,Using scale factors
Practise what you know about scale factors in this worksheet from Twinkl.,Using scale factors
Click here for the answer sheet,Using scale factors
"We can draw straight lines using a ruler.To position a ruler accurately, place the point that says 0 at the start of the line you are measuring.With the ruler placed carefully on the line, measure the centimetres first, then the millimetres.",Draw and measure accurately
These are represented with the small lines.,Draw and measure accurately
Here is a ruler and some straight lines for us to measure.There are 10mm in 1cm.,Draw and measure accurately
1cm = 10mm.,Draw and measure accurately
We can round measures up if they are less than a whole cm.,Draw and measure accurately
"If a number is 5mm or or above, we round it up to the nearest whole cm.",Draw and measure accurately
"So you could say 10cm 5mm is approximately 11cm.If a number is less than 5mm, we round it down.",Draw and measure accurately
So you could say 10cm 4mm is approximately 10cm.,Draw and measure accurately
We can draw shapes accurately by measuring them too.,Draw and measure accurately
"For example, we can draw a triangle and measure the sides, so that it is accurate.",Draw and measure accurately
Test your measuring skills with this quiz.,Draw and measure accurately
The perimeter is the distance around a 2D shape.,Perimeter on a grid
You can calculate the perimeter by adding up the lengths of all the sides.,Perimeter on a grid
Watch this video where Mr Smith explains how to find the perimeter on a grid.,Perimeter on a grid
You can also practise finding the perimeter with a pencil and paper.,Perimeter on a grid
"To work out the perimeter on a grid, let's look at this rectangle drawn on a square grid.",Perimeter on a grid
Each square is worth 1 cm.,Perimeter on a grid
"To find the perimeter of the rectangle, you have to add up all of the sides.By using the squares, you can work out how long each side is.",Perimeter on a grid
The length measures 4 squares or 4 cm.The width of the rectangle measures 7 squares or 7 cm.,Perimeter on a grid
Add up all the sides.7 cm + 7 cm + 4 cm + 4 cm = 22 cmAnother way to work out the perimeter on a grid is by counting the squares around the outside of the shape!,Perimeter on a grid
Molly has measured the perimeter of a football pitch.,Perimeter on a grid
She says it has a perimeter of 26 m. Is she correct?,Perimeter on a grid
Let’s check Molly’s answer by working out the perimeter on a grid.,Perimeter on a grid
Each square represents 1 m.The length of the rectangle measures 8 squares or 8 m.The width measures 5 m.Now add up all 4 sides.8 m + 8 m + 5 m + 5 m = 26 mMolly was correct!,Perimeter on a grid
How do you find the perimeter of a rectilinear shape?A rectilinear shape is a shape that has straight sides that meet at right angles.,Perimeter on a grid
"You can find their perimeter in exactly the same way as every other shape, you just have more sides to add up!",Perimeter on a grid
Use the squares to help you work out its perimeter.,Perimeter on a grid
"Remember, each square is worth 1 cm.",Perimeter on a grid
"Now you know the lengths of each side, it’s time to add them up!6 cm + 3 cm + 5 cm + 1 cm + 1 cm + 2 cmThat’s a lot of numbers!",Perimeter on a grid
"To make it easier, you can add up a couple of the numbers first.",Perimeter on a grid
6 cm + 3 cm + 5 cm + 1 cm + 1 cm + 2 cm or 9 cm + 6 cm + 3 cm = 18 cmThe perimeter of the rectilinear shape is 18 cm.,Perimeter on a grid
Can you find the perimeter of this shape?,Perimeter on a grid
Work out the missing lengths of this shape to find the perimeter.,Perimeter on a grid
Test what you have learnt in this guide with this tap and find activity.,Perimeter on a grid
"You will need a piece of paper and pencil for this activity.On a piece of squared paper, draw your name in block letters.",Perimeter on a grid
Try and draw your all your letters the same height.,Perimeter on a grid
Can you: Predict which letter has the smallest perimeter?Predict which letter has the largest perimeter?,Perimeter on a grid
Calculate the perimeter for each letter?Calculate the total perimeter for your name?,Perimeter on a grid
You can classify shapes based on their properties.Properties are qualities that a shape has.,Classifying quadrilaterals
"Examples of shape properties are:number of sides length of sidesnumber of angles (corners)types of angle (acute, obtuse, right-angle)perpendicular and parallel lines Watch the video below which is all about polygons.",Classifying quadrilaterals
Polygons are 2D shapes with 3 or more straight sides.,Classifying quadrilaterals
"All quadrilaterals are polygons, but there are other types of polygons too.",Classifying quadrilaterals
Quadrilaterals have 4 straight sides and 4 angles.,Classifying quadrilaterals
These are the common properties.Here are some examples of quadrilaterals and their properties: Properties:all sides all of an equal lengthangles that are all right-angles (perpendicular lines)2 pairs of parallel lines Properties:2 sides longer than the othersangles that are all right-angles2 pairs of parallel lines Not all trapeziums look the same.,Classifying quadrilaterals
"This trapezium has:Properties:1 pair of parallel lines (all trapeziums have this)2 sets of equal angles2 lines equal length and 2 that aren’t2 obtuse angles and 2 acute Properties:2 pairs of parallel lines2 acute and 2 obtuse angles2 pairs of sides that are equal length Properties:all sides equal length2 pairs of parallel linesopposite angles are equal As you can see, some quadrilaterals share more properties than four sides and four angles.",Classifying quadrilaterals
Look at this rhombus and square.,Classifying quadrilaterals
These two quadrilaterals also share 2 pairs of parallel lines and 4 equal lengths.You can classify and compare shapes by using a Venn diagram.,Classifying quadrilaterals
Each shape has been placed in the section of the Venn diagram it belongs in.,Classifying quadrilaterals
"Because the square doesn’t have any acute angles or a pair of parallel sides that are longer in length, then it stays outside of the Venn diagram.",Classifying quadrilaterals
You could also use a Carroll diagram to classify these shapes.,Classifying quadrilaterals
The shapes have been placed in the sections where they share two of the properties from the Carroll diagram.,Classifying quadrilaterals
Finding quadrilateralsLook around you.,Classifying quadrilaterals
Can you see any quadrilaterals?,Classifying quadrilaterals
Draw and label the types of quadrilaterals you can see.,Classifying quadrilaterals
Quadrilaterals have four sides.,Classifying quadrilaterals
Can you draw a four-sided shape which is not a quadrilateral?,Classifying quadrilaterals
Take the quiz to find out how much you know about quadrilaterals.,Classifying quadrilaterals
2D shapes are everywhere!,Recognise and describe 2D shapes
"For example, windows are usually shaped like rectangles and clocks are shaped like circles.2D shapes are flat and all have different properties.",Recognise and describe 2D shapes
A property is a quality that a shape has.,Recognise and describe 2D shapes
"Examples of shape properties are:number of sidesnumber of angles (corners)length of sidestypes of angles (acute, obtuse, right-angle)perpendicular and parallel lines Take a look at these shapes and their properties: All triangles have 3 sides and 3 angles.",Recognise and describe 2D shapes
"However, different triangles have different properties, depending on how they are drawn.",Recognise and describe 2D shapes
"You have to look very carefully to see what is different.For example, compare these two triangles: Like all triangles, both have 3 sides and 3 angles.However, the yellow triangle’s sides are all the same length and the angles are all the same size.The green triangle has a right-angle and all the sides are a different length.",Recognise and describe 2D shapes
A quadrilateral is a shape with 4 sides and 4 angles.,Recognise and describe 2D shapes
These are some examples of quadrilaterals and their properties: Rectangle2 pairs of equal sides.Angles all right-angles (perpendicular lines).2 pairs of parallel lines.,Recognise and describe 2D shapes
SquareA special type of rectangle.Sides all equal length.Angles all right-angles (perpendicular lines).2 pairs of parallel lines.,Recognise and describe 2D shapes
Trapezium1 pair of parallel lines.2 sets of equal angles.2 lines equal length and 2 that aren’t.,Recognise and describe 2D shapes
Kite2 pairs of equal sides.1 pair of equal angles.No parallel lines.,Recognise and describe 2D shapes
These are shapes that have all equal sides and equal angles.,Recognise and describe 2D shapes
Pentagon5 equal sides and angles.,Recognise and describe 2D shapes
Hexagon6 equal sides and angles.3 pairs of parallel lines.,Recognise and describe 2D shapes
Heptagon7 equal sides and angles.,Recognise and describe 2D shapes
Octagon8 equal sides and angles.4 pairs of parallel lines.,Recognise and describe 2D shapes
"These are shapes that have sides and angles of different sizes.You can always identify the polygon by how many sides it has, e.g.",Recognise and describe 2D shapes
a pentagon is always a shape that has 5 sides.Example: This irregular pentagon has sides and angles that are different lengths and sizes.It has two right angles and one pair of equal sides.,Recognise and describe 2D shapes
The other 3 sides are different lengths.,Recognise and describe 2D shapes
Watch the video for a recap of how to identify different types of polygons.,Recognise and describe 2D shapes
"First, try this interactive activity.",Recognise and describe 2D shapes
Can you identify the 2D shape from the description?,Recognise and describe 2D shapes
Practise what you've learnt about 2D shapes with this quiz.,Recognise and describe 2D shapes
Watch this video from KS1 Maths that explores the properties of some 2D shapes.,Sides and vertices on 2D shapes
Here are three 2D shapes.,Sides and vertices on 2D shapes
What properties do they have?,Sides and vertices on 2D shapes
2D shapes have sides and vertices.,Sides and vertices on 2D shapes
A vertex is a point where two or more lines meet.,Sides and vertices on 2D shapes
The plural of vertex is vertices.Let's have a look at the properties of these shapes.,Sides and vertices on 2D shapes
The triangle has 3 sides and 3 vertices.,Sides and vertices on 2D shapes
The square has 4 sides and 4 vertices.,Sides and vertices on 2D shapes
The hexagon has 6 sides and 6 vertices.,Sides and vertices on 2D shapes
"A 2D shape is a flat shape with sides, vertices and sometimes lines of symmetry.",Sides and vertices on 2D shapes
"If the sides and vertices on a shape are all the same, the shape is regular.",Sides and vertices on 2D shapes
Watch this fun song that will help you remember all about 2D shapes.,Sides and vertices on 2D shapes
Top tipYou can count the number of sides or the number of vertices on a 2D shape – they are both the same!,Sides and vertices on 2D shapes
2D shape huntLet's see what 2D shapes we can find around the house.You will need a pencil and a piece of paper.Look around the house for 2D shapes.,Sides and vertices on 2D shapes
Draw them on your piece of paper.Can you draw and label:the sidesthe vertices,Sides and vertices on 2D shapes
When drawing a 2D shape you have to think about how you can describe it.How many sides does it have?How long are the sides?How many angles or vertices does it have?Does it have lines of symmetry?Does it have parallel sides?Be careful to measure accurately when you are drawing a 2D shape.,Draw 2D shapes
Draw a 2D shape that has 4 equal sides that are each 3 cm long and has 4 right angles.What is this shape called?,Draw 2D shapes
It is a square.,Draw 2D shapes
"Draw the 3 cm base first, then measure the right angles at each end of the base before you draw the other sides.Can you describe the square to a friend or family member?",Draw 2D shapes
Draw a rectangle with sides that are 2 cm and 6 cm.,Draw 2D shapes
"Draw the 6 cm base first, then measure the right angles before drawing the 2 cm sides.Can you describe the rectangle to a friend or family member?",Draw 2D shapes
Draw a triangle which has 2 sides both measuring 5 cm.,Draw 2D shapes
"In this triangle, the base is 6 cm, but it could be larger or smaller than this.A triangle with 2 sides that are the same is called an isosceles triangle.Can you describe this triangle to a friend or family member?",Draw 2D shapes
TrianglesThere are 4 types of triangle.,What are the types of triangle?
They all have 3 sides and are polygons.1.,What are the types of triangle?
EquilateralEquilateral triangles have 3 equal sides and 3 equal angles of 60°2.,What are the types of triangle?
IsoscelesIsosceles triangles have 2 equal sides and 2 equal angles.3.,What are the types of triangle?
Right-angled1 of the angles is a right angle (90°) in right-angled triangles.4.,What are the types of triangle?
ScaleneScalene triangles have no equal sides and no equal angles.,What are the types of triangle?
"All circles have a circumference, diameter and radius.",What are the parts of a circle?
They can be measured using a ruler or tape measure.The circumference is the distance all the way around a circle.The diameter is the distance right across the middle of the circle.The radius is the distance halfway across the circle.,What are the parts of a circle?
The radius is always half the length of the diameter.,What are the parts of a circle?
"The perimeter is the distance all the way around the outside of a 2D shape.To work out the perimeter, add up the lengths of all the sides.",What is the perimeter?
The net of a 3D shape is what it looks like if it is opened out flat.,What are nets?
"A net can be folded up to make a 3D shape.There may be several possible nets for one 3D shape.You can draw a net on paper, then fold it into the shape.",What are nets?
Look at the shapes below.,Patterns with 2D and 3D shapes
Say the name of each aloud and see if you can spot a pattern.,Patterns with 2D and 3D shapes
"Here we have a square, a circle and a triangle.",Patterns with 2D and 3D shapes
We're going to use them to form a pattern.,Patterns with 2D and 3D shapes
This is the pattern formed by the shapes.,Patterns with 2D and 3D shapes
Can you work out what the missing shapes are?Pick the correct answer.,Patterns with 2D and 3D shapes
B is the correct answer.,Patterns with 2D and 3D shapes
"The pattern is square, circle, triangle and this is repeated again so square, circle, triangle, square, circle, triangle.",Patterns with 2D and 3D shapes
This pattern is made of 3D shapes.,Patterns with 2D and 3D shapes
It is a mirror pattern which means it is the same backwards as it is forwards.,Patterns with 2D and 3D shapes
"Starting on the left, the pattern is cube, cylinder, pyramid, cuboid, pyramid, cylinder, cube.",Patterns with 2D and 3D shapes
"If you start from the right, the pattern is the same.",Patterns with 2D and 3D shapes
Patterns of 2D shapes This activity will help you practise working with repeating patterns.,Patterns with 2D and 3D shapes
"Remember, the first thing you need to do is work out the part of the pattern that repeats!",Patterns with 2D and 3D shapes
"2D shapes can be described by their sides, their angles and their symmetry.The sides might be equal in length and some might be parallel.The angles could be right angles, but sometimes they are greater than or less than a right angle.A 2D shape could have line symmetry or rotation symmetry, or both!",Recognise 2D and 3D shapes
"3D shapes are described by their faces, edges and vertices.The faces can be the same shape or different, and a 3D shape could have a curved surface as well as flat faces.",Recognise 2D and 3D shapes
Dawn describes a 2D shape as having 4 right angles.,Recognise 2D and 3D shapes
What shape could it be?,Recognise 2D and 3D shapes
"A square has 4 right angles and 4 equal sides.A rectangle has 4 right angles, but not equal sides.Dawn’s shape could be a square or a rectangle.",Recognise 2D and 3D shapes
Bruce draws this quadrilateral.,Recognise 2D and 3D shapes
How can we describe it?,Recognise 2D and 3D shapes
"It has 4 equal sides, and the opposite sides are parallel.It has 4 angles but none are right angles.The opposite angles are equal.",Recognise 2D and 3D shapes
It is a rhombus.,Recognise 2D and 3D shapes
Sophie draws this triangle.,Recognise 2D and 3D shapes
How can we describe it?,Recognise 2D and 3D shapes
It has 3 sides that are all different lengths.It has 1 right angle.It is a right-angled scalene triangle.,Recognise 2D and 3D shapes
Mika draws a shape with 5 equal sides and 5 equal angles.,Recognise 2D and 3D shapes
What is her shape?,Recognise 2D and 3D shapes
A shape with 5 equal sides and 5 equal angles is a pentagon.,Recognise 2D and 3D shapes
Chloe notices that her 3D shape has 5 flat faces.,Recognise 2D and 3D shapes
4 of the faces are triangles.She also counts that it has 8 edges and 5 vertices.,Recognise 2D and 3D shapes
What is her shape?,Recognise 2D and 3D shapes
Chloe’s shape is a square-based pyramid.,Recognise 2D and 3D shapes
"To sort 2D and 3D shapes, we use different properties like the number of sides or faces.",Sort 2D and 3D shapes
JJ is sorting these shapes in order from fewest sides to most sides.,Sort 2D and 3D shapes
Let's count the number of sides.When counting sides be careful not to count the same side twice.,Sort 2D and 3D shapes
Now we know how many sides each shape has we can put them in order from fewest sides to most sides.,Sort 2D and 3D shapes
Investigating is an important part of maths because we notice different patterns and rules.Did you notice that two of the shapes had the same number of sides but looked different?,Sort 2D and 3D shapes
Another way to sort shapes is by number of corners.,Sort 2D and 3D shapes
In maths we call corners vertices.,Sort 2D and 3D shapes
Let's take another look at the shapes and this time count the vertices.,Sort 2D and 3D shapes
Do you notice a pattern?,Sort 2D and 3D shapes
2D Shapes have the same number of vertices as sides.,Sort 2D and 3D shapes
"What can you find out by investigating the properties of 3D shapes?JJ needs help investigating the number of vertices, faces and the number of edges of this shape.",Sort 2D and 3D shapes
Can you count the vertices and faces with him?He is going to use a table to organise his findings.,Sort 2D and 3D shapes
Investigating is all about testing ideas.JJ thinks that 3D shapes have the same number of edges as vertices just like the pattern we spotted earlier that 2D shapes have the same number of vertices as sides.,Sort 2D and 3D shapes
Let's count the number of edges and test his theory.,Sort 2D and 3D shapes
The shape has 6 edges.JJ's theory was incorrect.,Sort 2D and 3D shapes
"Remember, having ideas that turn out to be wrong is ok - this is why investigating is such an important part of maths!",Sort 2D and 3D shapes
"Did you notice that this shape has the same amount of vertices as faces?Does that mean all 3D shapes have the same amount of vertices and faces?Let's test that theory - count the faces, vertices and edges of these 3D shapes.",Sort 2D and 3D shapes
Let's see if the theory is correct.,Sort 2D and 3D shapes
Not all 3D shapes have the same number of vertices and faces so the theory was incorrect.Don’t be afraid to make mistakes – mistakes help you learn.This is what investigating is all about!,Sort 2D and 3D shapes
This quiz will help you practise sorting 2D shapes.,Sort 2D and 3D shapes
Let's catch up with the 3D crew to learn about the properties of 3D shapes!,Recognise and describe 3D shapes
"3D shapes have three dimensions - length, width and depth.",Recognise and describe 3D shapes
3D shapes have different properties: Faces - A face is a flat surface on a 3D shape.,Recognise and describe 3D shapes
For example a cube has 6 faces.Edges - An edge is where two faces meet.,Recognise and describe 3D shapes
For example a cube has 12 edges.Vertices - A vertex is a corner where edges meet (the plural is vertices).,Recognise and describe 3D shapes
For example a cube has 8 vertices.,Recognise and describe 3D shapes
"Take a look at these common 3D shapes and their properties: SphereBalls are shaped like a sphere.Properties:1 curved face No verticesNo edges CubeDice and sugar cubes are shaped like cubes.Properties:6 faces (all shaped like squares)12 edges8 vertices CuboidFridges and wardrobes are usually shaped like cuboids.Properties:6 faces (all rectangular, or a mixture of rectangles and squares)12 edges8 vertices Square-based pyramidThe pyramids in Egypt look like square-based pyramids.",Recognise and describe 3D shapes
"They are called square-based pyramids because the face on the bottom is a square.Properties:5 faces (1 square and 4 triangular)8 edges5 vertices ConeIce cream cones, traffic cones and birthday hats are shaped like cones.Properties:2 faces (1 circular at the base and 1 curved)1 edge around the base1 vertex CylinderThese look like tubes and toilet rolls.Properties:3 faces (2 circular and 1 curved)2 edges0 vertices TetrahedronA tetrahedron can also be called a triangular-based pyramid.Properties:4 faces (all triangular)6 edges4 vertices Triangular prismDoor stops and tents are examples of triangular prisms.",Recognise and describe 3D shapes
Properties:5 faces (2 triangular and 3 rectangular)9 edges6 vertices Prisms have two ends that are the same shape and size.,Recognise and describe 3D shapes
They have the same cross-section all along the shape.,Recognise and describe 3D shapes
"If you cut through them at any point you would see the same 2D shape as at either end.There are other examples of prisms, including hexagonal prisms, like the one below.",Recognise and describe 3D shapes
Fill in the gaps to identify the different 3D shapes.,Recognise and describe 3D shapes
Match the shapes with their 3D properties.,Recognise and describe 3D shapes
Look at the shapes below.,Vertical lines of symmetry
What do you notice about them?,Vertical lines of symmetry
How are they the same?,Vertical lines of symmetry
They all have vertical symmetry.,Vertical lines of symmetry
This means you can draw a mirror line down through the middle of each shape and divide it into two reflected halves.Remember vertical means from top to bottom.,Vertical lines of symmetry
"It's called a mirror line because when a mirror is placed on this line, you will see the hidden half of the shape in the mirror.",Vertical lines of symmetry
"If you cut each shape from paper or card, you could fold along the mirror line and the two halves would fit onto each other.",Vertical lines of symmetry
Watch the video from BBC Teach to see examples of a mirror line.,Vertical lines of symmetry
Which of these letters have vertical symmetry?,Vertical lines of symmetry
A and H can be divided down the middle to make two reflected halves.E and P cannot.,Vertical lines of symmetry
Only one of these numbers has vertical symmetry.,Vertical lines of symmetry
Which one?,Vertical lines of symmetry
Only number 8 has vertical symmetry.,Vertical lines of symmetry
This pattern is made of squares.,Vertical lines of symmetry
"The finished pattern has vertical symmetry.Some of the squares are filled in, can you see how to complete the pattern by colouring in 3 more squares?",Vertical lines of symmetry
Here is part of a design that has vertical symmetry.Can you see how to complete the design on the right side of the mirror line?,Vertical lines of symmetry
Symmetry is when one side of a shape is a mirror image of the other side.Lots of buildings and everyday objects use symmetry because it looks appealing to the human eye.,Lines of symmetry
"Watch the video below from BBC Bitesize KS2 Maths which shows the lines of symmetry on a square, triangle, rectangle and circle.",Lines of symmetry
A 2D shape is symmetrical if a line can be drawn through it and either side is a reflection of the other.,Lines of symmetry
"You would call this the line of symmetry.If you put a mirror on this line, you would see the whole shape in the reflection.",Lines of symmetry
"That’s why a line of symmetry is sometimes called the mirror line.Sometimes you can fold a shape in half, and if it fits into itself perfectly with no overlaps you have found a line of symmetry.",Lines of symmetry
Some shapes have more than one line of symmetry.,Lines of symmetry
Let's look at some 2D shapes and their lines of symmetry.,Lines of symmetry
These are shapes that have all equal sides and equal angles.,Lines of symmetry
The number of lines of symmetry in a regular polygon is always the same as the number of sides!Take a look at these examples: These are shapes that have sides and angles of different sizes.,Lines of symmetry
Some irregular polygons also have lines of symmetry.,Lines of symmetry
"Even though a circle isn’t a polygon, it is still a 2D shape.",Lines of symmetry
"As long as the line of symmetry goes directly through the centre of the circle, it has unlimited lines of symmetry!",Lines of symmetry
Watch the video below from CBBC to learn more about symmetrical shapes.,Lines of symmetry
Label the shapes in this interactive activity with the correct number of lines of symmetry.,Lines of symmetry
Test what you know about lines of symmetry with this quiz!,Lines of symmetry
"What is symmetry?A 2D shape is symmetrical if a line can be drawn through it and either side is a reflection of the other.The line is called a line of symmetry.This is sometimes called a 'mirror line' or 'mirror symmetry', because if you put a mirror on the line, the reflection would show the whole shape.• An isosceles triangle has 1 line of symmetry.• A square has 4 lines of symmetry.• A circle has unlimited lines of symmetry.",What makes a shape symmetrical?
Watch: How do you find lines of symmetry?,What makes a shape symmetrical?
ActivityHave a go at the activity below.,What makes a shape symmetrical?
Angles are all around us.,What is an angle?
An angle is created when two straight lines meet.,What is an angle?
Look at the picture below.,What is an angle?
Two of the pairs of pencils show angles - can you work out which ones?,What is an angle?
"If your answer was the pair on the left and the pair on the right, then you are correct!",What is an angle?
The pair in the middle does not show an angle because the lines do not touch.The picture below shows a right angle.,What is an angle?
This is a special type of angle that is a quarter of a full turn.,What is an angle?
"You can check whether an angle is a right angle by using a set square, like in the picture below.",What is an angle?
"So, three right angles make up three quarters of a full turn… So, three right angles make up three quarters of a full turn… And four right angles make a full circle.",What is an angle?
"An angle is a measure of a turn, measured in degrees or °.",What is an angle?
There are 360° in a full turn.,What is an angle?
